pixel,wavelength,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int,,10%_Trans,10%_Int,20%_Trans,20%_Int,30%_Trans,30%_Int,FBH_Trans,FBH_Int,FBP_Trans,FBP_Int,RW_Trans,RW_Int,BW_Trans,BW_Int,YW_Trans,YW_Int
,,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,xiaomi14,,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70,redmik70
230,230,0.16910617,0.309568,0.026492279,0.04736,0.006883035,0.012586666,0.4202801,0.74892795,0.85874283,1.5522773,0.5636663,1.0348374,1.251371,2.1662934,0.44226894,0.800896,,0.48473158,1.4304003,0.4805156,1.4299735,0.52122676,1.443456,0.92929816,2.7860906,1.2108403,3.591424,0.7167421,1.9599359,1.4791487,2.20192,0.8891276,1.4304003
231,231,0.17522983,0.32326403,0.028907053,0.052288,0.007873834,0.014634667,0.44465405,0.799552,0.87250614,1.5888638,0.5891046,1.09696,1.2531201,2.2020693,0.45767185,0.84262395,,0.4802666,1.4304003,0.47702157,1.4302508,0.5109077,1.4458879,0.9167072,2.7759361,1.2047219,3.6065068,0.7201194,1.9938132,1.4902107,2.2262397,0.87668854,1.4304003
232,232,0.1853087,0.345024,0.031424746,0.057663996,0.009905236,0.018730668,0.47099262,0.856448,0.88770103,1.6313813,0.6189981,1.1702399,1.2538607,2.239616,0.46879053,0.879296,,0.4757378,1.4304003,0.47301978,1.4306136,0.4987186,1.4488322,0.9040634,2.7648427,1.1987505,3.622848,0.72222567,2.0306134,1.4968619,2.2487254,0.86067474,1.4304003
233,233,0.19633828,0.36787197,0.033060126,0.06144,0.012597796,0.024149334,0.49843335,0.9163093,0.9056538,1.6755414,0.64738137,1.2393814,1.2521874,2.2686296,0.4762769,0.907776,,0.4720934,1.4304003,0.46949592,1.4309335,0.48546833,1.4521173,0.8922476,2.7517014,1.1958003,3.640896,0.71884775,2.0634882,1.4966729,2.2645977,0.84366167,1.4304003
234,234,0.21340546,0.402304,0.036953095,0.069568,0.016334977,0.031658668,0.5261992,0.9784107,0.9223982,1.7192321,0.6750925,1.307584,1.2424048,2.2848852,0.4900257,0.946944,,0.4689336,1.4304003,0.4662794,1.4314455,0.4741041,1.45664,0.88153154,2.737515,1.1942273,3.655979,0.7136772,2.0912,1.4886197,2.2701013,0.82908815,1.4304003
235,235,0.22189088,0.419072,0.039039038,0.074048005,0.019474197,0.037973333,0.5501694,1.0321707,0.9345056,1.7505707,0.69450164,1.3553706,1.2328157,2.2945495,0.49861372,0.9706879,,0.46678227,1.4304003,0.46420377,1.4319361,0.4648159,1.4608855,0.8730785,2.7226453,1.1915977,3.6625707,0.7102674,2.1127253,1.4778174,2.2718508,0.8168264,1.4304003
236,236,0.21677943,0.41011202,0.037576396,0.071616,0.021911984,0.04285867,0.56644815,1.0689708,0.9421014,1.7741654,0.7002719,1.373952,1.2179887,2.2920535,0.5046646,0.985536,,0.465554,1.4304003,0.46273717,1.4322988,0.4565661,1.4649173,0.86693037,2.708096,1.1883812,3.6657917,0.7047588,2.1268907,1.4671979,2.268139,0.80823076,1.4304003
237,237,0.20583655,0.38912004,0.035009004,0.066752,0.023752602,0.04642133,0.58148587,1.1000534,0.9503265,1.7945813,0.70133364,1.3766187,1.2049484,2.2826028,0.51732856,1.0075519,,0.46561858,1.4304003,0.46245727,1.4323201,0.4498152,1.4663254,0.8612336,2.6884267,1.1865091,3.663915,0.6984502,2.1352534,1.4606142,2.263851,0.8042944,1.4304003
238,238,0.19872393,0.37542397,0.032385584,0.061696,0.026197053,0.051157333,0.60014427,1.1370028,0.95950514,1.816704,0.70775825,1.3872212,1.1942121,2.2739837,0.53315526,1.034304,,0.46620783,1.4304003,0.46204096,1.4322135,0.44425836,1.465536,0.8560521,2.66944,1.183069,3.6563203,0.6942181,2.1419094,1.4596384,2.2628055,0.8028981,1.4304003
239,239,0.19526003,0.36857596,0.03297665,0.06272001,0.032332134,0.063082665,0.6236315,1.1811414,0.97105205,1.8427304,0.71988004,1.4086614,1.188756,2.2662826,0.55465245,1.0714879,,0.46695137,1.4304003,0.46172374,1.4318508,0.43678865,1.463808,0.8516311,2.653056,1.1794612,3.64736,0.6874603,2.14624,1.4600186,2.2638934,0.7993468,1.4304003
240,240,0.1968351,0.37203196,0.034167264,0.065088004,0.04083993,0.079872005,0.6498667,1.232064,0.9840254,1.8739414,0.7397191,1.4463146,1.1852924,2.26016,0.5788028,1.1156479,,0.46742338,1.4304003,0.4612102,1.4314882,0.42907652,1.4627414,0.84796506,2.6406403,1.1753883,3.6394029,0.6777344,2.1524267,1.4575121,2.265728,0.7935946,1.4304003
241,241,0.20192277,0.38310403,0.03673783,0.070336,0.051610306,0.101226665,0.67710745,1.2894293,0.995865,1.9061333,0.7655724,1.494528,1.182306,2.255424,0.59832615,1.153024,,0.46718884,1.4304003,0.4603117,1.4309975,0.42004213,1.4627414,0.8435936,2.6283948,1.1702565,3.6303787,0.66609687,2.1612372,1.4518673,2.2680104,0.78316647,1.4304003
242,242,0.2097867,0.40032002,0.04157963,0.080256,0.064897776,0.12778667,0.70043933,1.3431252,1.0052085,1.9391999,0.79384935,1.5496109,1.1789417,2.2517974,0.6124215,1.182656,,0.466007,1.4304003,0.45888305,1.4306775,0.41322222,1.4650239,0.83928716,2.622336,1.1634647,3.6226134,0.6552953,2.1710932,1.4434525,2.2694614,0.7698668,1.4304003
243,243,0.20904103,0.40249595,0.04308006,0.083989345,0.07719356,0.15268268,0.7134881,1.379456,1.0122471,1.9713067,0.8148826,1.593728,1.1744013,2.249088,0.6160178,1.195712,,0.4641456,1.4304003,0.45729518,1.430507,0.40796152,1.4700801,0.83464956,2.6180484,1.1566873,3.616341,0.6457555,2.1843412,1.4350003,2.272704,0.75545055,1.4304003
244,244,0.1995855,0.3883093,0.040602766,0.07995734,0.08582849,0.17085867,0.7237181,1.4128214,1.0169463,2.0009599,0.8345959,1.6381226,1.1703546,2.2510507,0.61171216,1.195328,,0.4617038,1.4304003,0.45556095,1.4303788,0.40438116,1.4760107,0.8301885,2.6150186,1.1497978,3.6107948,0.6380709,2.1992106,1.4247181,2.2762668,0.7414412,1.4304003
245,245,0.19767179,0.38978133,0.041269742,0.08234666,0.09800983,0.19677868,0.73147744,1.445696,1.0231385,2.0413225,0.85781604,1.6972586,1.1647776,2.2579415,0.61073744,1.204928,,0.45821416,1.4304003,0.45279816,1.4302722,0.40148774,1.4818772,0.8231349,2.6106238,1.1407267,3.6027734,0.63229346,2.2168107,1.4167728,2.2817068,0.72917694,1.4304003
246,246,0.20241119,0.40437332,0.04361282,0.08808533,0.1161081,0.23584001,0.74063843,1.4818774,1.0314463,2.0859091,0.8867239,1.7785174,1.1608536,2.2707412,0.61079633,1.2209281,,0.45432064,1.4304003,0.4502428,1.4303361,0.4019709,1.4888746,0.8155985,2.6059306,1.132333,3.5951788,0.6297299,2.233536,1.4067515,2.2884057,0.7181493,1.4304003
247,247,0.21353035,0.4337707,0.049059194,0.10056533,0.13930707,0.28701866,0.7468371,1.5187838,1.0382808,2.1345282,0.9113483,1.866752,1.1575334,2.2909653,0.6108752,1.2431359,,0.44974056,1.4304003,0.44694546,1.4305495,0.40395755,1.4990079,0.80697757,2.5995092,1.1219814,3.5861762,0.62995,2.253333,1.3931403,2.2971733,0.7056039,1.4304003
248,248,0.2276697,0.46937597,0.059769336,0.12426666,0.16786215,0.35246935,0.7565003,1.5629013,1.0430927,2.1786451,0.93919057,1.9716691,1.1608769,2.3269546,0.61260533,1.2735788,,0.44530046,1.4305282,0.443658,1.4307414,0.40656644,1.5108052,0.7980305,2.5915093,1.110024,3.5749757,0.63072705,2.2728107,1.3728096,2.306496,0.691551,1.4304003
249,249,0.24194404,0.5058347,0.07487693,0.157696,0.20308486,0.434816,0.7656108,1.6073173,1.0437772,2.2116053,0.95852596,2.0712748,1.1620686,2.3677442,0.6111595,1.3024639,,0.44162023,1.4306988,0.44065553,1.4307414,0.409559,1.5236907,0.78983235,2.581568,1.0986857,3.561429,0.6305952,2.2888958,1.3500795,2.3166933,0.67454743,1.4304003
250,250,0.25271553,0.533568,0.09213831,0.19566934,0.23644455,0.51556265,0.77841216,1.6520106,1.039797,2.2261972,0.9665038,2.15136,1.1692631,2.4211414,0.6052025,1.3227305,,0.43931523,1.4308696,0.43894842,1.4308267,0.41357064,1.5369388,0.7842742,2.5728211,1.0892229,3.5463471,0.6310372,2.300139,1.3249781,2.3286827,0.6541337,1.4304003
251,251,0.25118032,0.5357014,0.10692049,0.22933333,0.26638186,0.5905921,0.79119223,1.6944426,1.0282017,2.2237012,0.9587806,2.2047148,1.1756312,2.4792964,0.59457844,1.3373226,,0.43788317,1.4309975,0.43746457,1.431104,0.4180774,1.5510826,0.780489,2.566997,1.0796239,3.5266562,0.63147616,2.3090134,1.2970833,2.3414185,0.63105303,1.4304003
252,252,0.24037866,0.51793075,0.12065063,0.26141867,0.2937299,0.66438407,0.8052223,1.738112,1.0170919,2.2254078,0.95177746,2.2653012,1.1913742,2.5734186,0.57976973,1.3457707,,0.43724093,1.4309975,0.43658718,1.4310187,0.4230067,1.5658242,0.77917266,2.5662081,1.0716841,3.5070078,0.631444,2.3149443,1.2668235,2.3574402,0.60652393,1.4304003
253,253,0.23385468,0.5113174,0.13830078,0.30378667,0.32140315,0.74158937,0.8173398,1.7826988,1.0041174,2.2267947,0.93930984,2.3231359,1.2014488,2.6818132,0.5637739,1.3554988,,0.43681175,1.4308695,0.43613285,1.4308693,0.42866728,1.5812267,0.77885634,2.567659,1.0628862,3.4809382,0.6318535,2.318144,1.2403158,2.3777282,0.58350533,1.4304003
254,254,0.22464225,0.502336,0.15477298,0.34775466,0.34610778,0.8192214,0.8235305,1.8265599,0.99150145,2.2500052,0.93157023,2.401792,1.2172446,2.831616,0.54568195,1.3636055,,0.4362113,1.4306988,0.43557513,1.4304427,0.43491542,1.597696,0.7807916,2.57792,1.0531235,3.4539306,0.6331364,2.321216,1.2198266,2.404288,0.5628496,1.4304003
255,255,0.21806714,0.502208,0.1722423,0.398272,0.3749583,0.9122986,0.81924576,1.8590719,0.9746916,2.275008,0.9208063,2.4822187,1.224001,2.9927251,0.52530676,1.3718827,,0.4356525,1.4304641,0.43491295,1.429632,0.4420202,1.6168746,0.7846189,2.593536,1.0430024,3.427456,0.6352842,2.323968,1.202974,2.4316373,0.54567224,1.4304003
256,256,0.22408435,0.536832,0.19646473,0.47232,0.4093838,1.0315946,0.80947447,1.902848,0.9593133,2.331904,0.92183185,2.6109228,1.2412109,3.2184105,0.50385326,1.3808212,,0.4352201,1.4304001,0.43461308,1.4293973,0.45001554,1.6393814,0.78951114,2.6119468,1.0335053,3.403435,0.6378713,2.3261652,1.1916307,2.4609494,0.5317884,1.4304003
257,257,0.23270708,0.58449066,0.22342902,0.56260264,0.44859296,1.1708587,0.7932906,1.9502507,0.9399473,2.3954773,0.92130643,2.759104,1.2571702,3.4701653,0.4783167,1.3847255,,0.43487647,1.4304215,0.43460673,1.4302293,0.45916516,1.6648962,0.79481006,2.629952,1.0248172,3.3810987,0.64084494,2.3285332,1.1805285,2.481792,0.5232763,1.4304003
258,258,0.23673655,0.6258986,0.24650437,0.6536533,0.48216885,1.3135358,0.77372587,2.0001495,0.9223016,2.4814293,0.9247359,2.944576,1.2858897,3.7789655,0.44837418,1.3787733,,0.43436655,1.4304215,0.43457937,1.431808,0.4698859,1.6958294,0.8014115,2.65248,1.0180078,3.3659732,0.6437448,2.331627,1.1713153,2.4996054,0.5167392,1.4304003
259,259,0.23605175,0.65798396,0.2668558,0.744384,0.5127596,1.4552747,0.7529344,2.0486403,0.9057626,2.5651197,0.92488503,3.1360853,1.31771,4.1060266,0.4185366,1.3716482,,0.43350258,1.4304428,0.43479156,1.4349651,0.48233482,1.7314559,0.8071451,2.674005,1.0116625,3.3531728,0.647341,2.335979,1.1581714,2.5099518,0.5119455,1.4304003
260,260,0.23338747,0.6864853,0.286295,0.84298676,0.5322297,1.5946453,0.7366543,2.1190186,0.89475036,2.6830294,0.9297024,3.3707092,1.3638194,4.497941,0.38915673,1.3637546,,0.4315366,1.4304001,0.43493915,1.4402772,0.49701667,1.7734828,0.8100214,2.6934183,1.0051024,3.3451092,0.6505537,2.3399255,1.1485847,2.53088,0.5058583,1.4304003
261,261,0.23075072,0.7163733,0.30753395,0.952768,0.5421533,1.7211734,0.72476244,2.194944,0.8816432,2.7951143,0.9349681,3.6191995,1.406738,4.902891,0.36270845,1.356224,,0.4276639,1.4303361,0.43404138,1.4463786,0.5132831,1.8168961,0.8082818,2.7100158,0.9956904,3.3417602,0.6551482,2.3467093,1.1422162,2.5634131,0.500362,1.4304003
262,262,0.22514626,0.73809063,0.32544637,1.0625068,0.5384823,1.827968,0.7143898,2.2828164,0.8716967,2.9267623,0.94526124,3.8961706,1.4511914,5.3375363,0.339921,1.3528748,,0.42192307,1.430272,0.43177485,1.4533334,0.52965677,1.8608214,0.8025708,2.7292376,0.9834668,3.3438292,0.6600481,2.353024,1.1449538,2.6145492,0.49186474,1.4304003
263,263,0.21926937,0.7598719,0.3431517,1.1830186,0.53071517,1.9272746,0.704459,2.3807786,0.8601369,3.0599039,0.95948374,4.196203,1.4888029,5.7851305,0.32142124,1.3565655,,0.41424653,1.4301867,0.42770886,1.4614185,0.5459835,1.9016533,0.7913652,2.745003,0.9676968,3.3487573,0.666063,2.361451,1.1490134,2.6796584,0.48169497,1.4304003
264,264,0.21949042,0.803328,0.35992837,1.311936,0.51815706,2.0187733,0.69697964,2.49344,0.8559604,3.229824,0.97632986,4.5308375,1.5233115,6.266261,0.30501777,1.3632,,0.4018847,1.4302722,0.4178458,1.4698454,0.56102556,1.9390719,0.7707853,2.760768,0.9435073,3.362368,0.67310107,2.3722453,1.1571606,2.7769387,0.468331,1.4304003
265,265,0.21705675,0.83886933,0.3709432,1.4281174,0.50606906,2.0937388,0.68916565,2.60448,0.85044986,3.393109,0.99615085,4.88608,1.5501322,6.7458777,0.29079047,1.3734614,,0.3828839,1.4301441,0.4008421,1.4784855,0.5741793,1.9689174,0.7351655,2.7717974,0.9076704,3.3757014,0.68201655,2.3870506,1.1618865,2.889237,0.45342046,1.4304003
266,266,0.2122597,0.86495996,0.37288207,1.5178666,0.48956195,2.1462398,0.67912537,2.7141545,0.85101926,3.5848107,1.0155388,5.2548475,1.5739136,7.2326827,0.2781619,1.3871361,,0.36467302,1.430016,0.3845565,1.489536,0.5848774,1.9960321,0.7031279,2.7853014,0.8746143,3.3935785,0.6906147,2.401792,1.1571019,2.9855573,0.44042602,1.4304003
267,267,0.2117708,0.9090987,0.37241563,1.5989759,0.47249866,2.1877973,0.671289,2.82656,0.8530312,3.779797,1.0338254,5.635457,1.5934429,7.7235847,0.2677271,1.4082987,,0.34846807,1.430336,0.3706849,1.5041068,0.5949602,2.0212908,0.67427796,2.79264,0.8460608,3.412544,0.69985783,2.4175146,1.1478795,3.064832,0.43042302,1.4304003
268,268,0.21416497,0.9677013,0.36842403,1.6659839,0.45619535,2.2292695,0.66713506,2.9570558,0.8603498,4.0096426,1.0511672,6.0314236,1.6118518,8.229334,0.25927234,1.4371625,,0.33300748,1.4317441,0.3581431,1.5250133,0.60239124,2.0454185,0.6480338,2.807552,0.82109624,3.4411948,0.70997113,2.4367573,1.1371961,3.1302185,0.42122665,1.4304003
269,269,0.21738563,1.0353492,0.36130363,1.7229654,0.43927953,2.2680318,0.66370505,3.0996692,0.86197424,4.2351575,1.0664408,6.4296317,1.6309069,8.744618,0.2527014,1.4737706,,0.32002118,1.4340909,0.3495139,1.551424,0.609676,2.0673707,0.6269115,2.8266454,0.8012425,3.472512,0.7222576,2.4626558,1.1287692,3.1831892,0.41346785,1.4304003
270,270,0.22113098,1.1129386,0.35331222,1.7803094,0.42284134,2.3121278,0.66270417,3.2693548,0.8648978,4.4873385,1.0792159,6.8355412,1.6534319,9.28832,0.24776214,1.516928,,0.31165233,1.4387201,0.34573707,1.5839146,0.61578864,2.0905812,0.61992395,2.8713815,0.7910958,3.5227096,0.73498595,2.4920535,1.1208396,3.2162774,0.40879664,1.4304003
271,271,0.22514904,1.1974614,0.34605408,1.8426025,0.40906945,2.3616855,0.66170275,3.4542508,0.8672607,4.751701,1.0911586,7.2465496,1.6748941,9.856704,0.24384068,1.5670826,,0.30449948,1.4454614,0.34358522,1.6227413,0.62096775,2.112085,0.61721057,2.9370663,0.7822562,3.5801387,0.7477482,2.5237758,1.1190114,3.251925,0.40358755,1.4304003
272,272,0.22847372,1.2815146,0.33901852,1.904832,0.39747688,2.41632,0.66398203,3.6651947,0.8727178,5.0436482,1.1001762,7.66577,1.6961907,10.458304,0.23987083,1.6168959,,0.29773757,1.457088,0.34237584,1.6714878,0.62394583,2.1324375,0.6210529,3.046187,0.776139,3.6698668,0.76456153,2.5734613,1.1186059,3.3010988,0.39795598,1.4304003
273,273,0.23032215,1.3593599,0.33202106,1.9629865,0.3878692,2.472491,0.66689384,3.8826666,0.8793524,5.343573,1.107961,8.086378,1.7208627,11.096746,0.23534013,1.6629547,,0.292809,1.4738773,0.3429974,1.725824,0.62581813,2.1522136,0.63051486,3.179584,0.77152693,3.77152,0.7812766,2.625856,1.1228949,3.3782187,0.39268234,1.4305283
274,274,0.23219837,1.4370987,0.32598227,2.0213332,0.3802643,2.5409281,0.67156047,4.1073713,0.8904053,5.6754766,1.115884,8.525782,1.7428869,11.767637,0.22968623,1.7015253,,0.2892533,1.4975147,0.34503815,1.7887146,0.62479687,2.1735466,0.64567125,3.346581,0.77371913,3.9150932,0.79667056,2.6788697,1.1255089,3.4483194,0.389548,1.4305283
275,275,0.23534682,1.5258456,0.31950796,2.076928,0.37249878,2.611584,0.67557603,4.3326507,0.90134424,6.0274982,1.1233292,8.984021,1.759645,12.472064,0.22368625,1.7373227,,0.28665465,1.5263786,0.34826574,1.8578557,0.62144625,2.1930454,0.66158164,3.5230722,0.7783435,4.075797,0.8110118,2.7307093,1.1250068,3.514389,0.38719514,1.4305283
276,276,0.23710798,1.6125013,0.31245464,2.1317973,0.3666911,2.7072637,0.68133646,4.580587,0.91070557,6.3995733,1.127348,9.465514,1.7718672,13.218262,0.21751408,1.7730774,,0.2842024,1.5646079,0.35117677,1.9372371,0.61341715,2.2112854,0.68090254,3.744405,0.79113203,4.3042135,0.82789516,2.7947092,1.1191717,3.578795,0.3854303,1.4305283
277,277,0.23711033,1.6948267,0.30353737,2.1781971,0.3606463,2.813141,0.685956,4.8414083,0.91290784,6.7579517,1.130015,9.970795,1.7826796,14.006442,0.21162191,1.8126934,,0.28094116,1.6063362,0.35395354,2.028352,0.6046243,2.2331307,0.6958988,3.9699411,0.80231285,4.548459,0.8489383,2.8743467,1.1020473,3.6391892,0.38360968,1.4314879
278,278,0.23663972,1.784064,0.2944211,2.2293973,0.35623464,2.9476695,0.6902649,5.132139,0.91137594,7.125803,1.1287074,10.507008,1.7862899,14.81807,0.20688085,1.8695893,,0.27766657,1.6577065,0.3548077,2.1254401,0.59362113,2.2541013,0.7062546,4.203733,0.8150493,4.836011,0.8706558,2.9619203,1.080432,3.6671999,0.38275415,1.431872
279,279,0.23383953,1.8636373,0.28527865,2.283264,0.35278922,3.0968535,0.6917526,5.433302,0.9084715,7.501717,1.1275383,11.082324,1.7898387,15.666004,0.20396541,1.9453013,,0.27400923,1.712448,0.35429913,2.2224212,0.582107,2.2783575,0.71153766,4.431403,0.82486033,5.1277013,0.8925633,3.0533757,1.055396,3.6766505,0.38199472,1.432576
280,280,0.22944134,1.9306453,0.27693173,2.3385386,0.35090208,3.2679894,0.6907682,5.7286825,0.9083481,7.9066877,1.125962,11.693524,1.7936767,16.542273,0.20229919,2.038848,,0.27028376,1.7754027,0.3527027,2.3257387,0.56823266,2.3018668,0.7160704,4.68928,0.83403146,5.449557,0.92057544,3.1753814,1.0340406,3.6827948,0.382006,1.4349654
281,281,0.22423899,1.9866881,0.26891947,2.389376,0.3471948,3.426048,0.68591774,5.9942408,0.9112527,8.3392,1.1254303,12.327084,1.8022616,17.441046,0.20134401,2.1406507,,0.2652479,1.8328108,0.34930643,2.4203305,0.5547229,2.3260374,0.7168411,4.9352317,0.83735496,5.750123,0.9464815,3.2940586,1.0170251,3.6817281,0.38251686,1.4376106
282,282,0.2190163,2.0405545,0.26130623,2.4399786,0.3443658,3.5920422,0.6782934,6.2393594,0.9176436,8.820224,1.1240549,12.960598,1.8083501,18.341589,0.20102468,2.2507517,,0.26064727,1.892352,0.34538364,2.5110185,0.5408404,2.347968,0.7159921,5.1789865,0.84299237,6.078357,0.9616968,3.3889067,1.0090203,3.6702297,0.3837334,1.43872
283,283,0.21281236,2.0817068,0.25408038,2.4910505,0.34036118,3.746667,0.6676862,6.453546,0.9245637,9.334357,1.1230737,13.59409,1.8156123,19.261719,0.20078205,2.3605118,,0.2553783,1.9459201,0.3410482,2.5959466,0.5289692,2.376,0.7140877,5.4174085,0.8492926,6.413567,0.97054875,3.46944,1.002222,3.6567893,0.38553774,1.4411092
284,284,0.20664033,2.1208107,0.24716133,2.5433812,0.33706257,3.9065175,0.65885687,6.6855254,0.9302725,9.86974,1.1203711,14.219092,1.8210232,20.193214,0.20061885,2.4745176,,0.25039366,2.0012584,0.33704185,2.6878934,0.51997256,2.414592,0.71350795,5.6705275,0.85704076,6.7757874,0.9773361,3.5565443,0.9971682,3.651029,0.38925323,1.4486613
285,285,0.19982946,2.1546454,0.24033839,2.6000638,0.3346271,4.074112,0.6526492,6.960171,0.9338064,10.419905,1.1174937,14.831424,1.8242949,21.14018,0.20058705,2.5890346,,0.2449321,2.049984,0.3318313,2.7696853,0.5129121,2.4626563,0.7111601,5.9137273,0.86280334,7.135765,0.9737379,3.614016,0.99000925,3.6339412,0.39570552,1.464064
286,286,0.19331841,2.1920638,0.23469414,2.6733654,0.3345994,4.2754345,0.6503891,7.2971096,0.9353834,10.992126,1.1140761,15.451755,1.8232803,22.100374,0.20050861,2.706432,,0.23981506,2.101312,0.32714206,2.8593924,0.5076594,2.5225174,0.7078417,6.1566296,0.8692385,7.524054,0.96683127,3.6732163,0.98384964,3.6219308,0.4040836,1.4861226
287,287,0.18599236,2.2202668,0.23013598,2.7632425,0.33539397,4.49664,0.6496306,7.6783357,0.93754315,11.610495,1.1113684,16.096598,1.8218377,23.096937,0.20001663,2.8222082,,0.23417677,2.1492908,0.3212963,2.9445546,0.501723,2.5936,0.7061,6.4278827,0.8727603,7.916137,0.9560144,3.724224,0.977254,3.6066353,0.4163323,1.5209385
288,288,0.17954282,2.2593706,0.2271744,2.877867,0.3368825,4.7376637,0.64920574,8.096022,0.94030404,12.2813635,1.1080085,16.759636,1.8183436,24.123861,0.19826569,2.9231787,,0.2276537,2.1960533,0.31807518,3.0688639,0.497917,2.7027411,0.70458454,6.7383676,0.87281424,8.334868,0.94006175,3.782528,0.97255665,3.5971627,0.4365572,1.582912
289,289,0.17372623,2.3071363,0.22557707,3.019499,0.33763865,4.9839783,0.6463446,8.5152855,0.94400895,13.022934,1.1041628,17.444714,1.8149179,25.198805,0.19532475,3.0096426,,0.22103053,2.24128,0.31420857,3.1900797,0.48919183,2.8045228,0.7021251,7.0576644,0.8706997,8.758079,0.9181081,3.8224638,0.96935505,3.5839148,0.4560681,1.639296
290,290,0.16858284,2.3654826,0.22547574,3.1914668,0.33716697,5.2265806,0.641355,8.937322,0.94828576,13.837163,1.0992721,18.159296,1.8110347,26.32922,0.19118962,3.0810668,,0.21500902,2.2914345,0.31056923,3.3156269,0.4783701,2.9075415,0.7010305,7.406186,0.8697392,9.210347,0.89684343,3.8644907,0.970131,3.585045,0.47336504,1.6869973
291,291,0.1633953,2.4266024,0.22496173,3.3701549,0.33420792,5.440064,0.6345016,9.362048,0.95260674,14.717739,1.094116,18.898132,1.8076363,27.540588,0.18685646,3.1482453,,0.20958391,2.3449388,0.30582067,3.429269,0.46472117,3.0057817,0.700742,7.772757,0.87004256,9.688534,0.87502396,3.8941226,0.97232616,3.591104,0.4903196,1.731584
292,292,0.15865947,2.4960427,0.22501262,3.5697923,0.33141625,5.666048,0.6273754,9.806102,0.9564896,15.653739,1.0884228,19.67072,1.803119,28.83198,0.18249558,3.214784,,0.20471019,2.4052694,0.3028813,3.5667624,0.45397496,3.1297495,0.69878966,8.139562,0.8720904,10.206165,0.85342896,3.9330559,0.9793046,3.6149974,0.5061559,1.7716267
293,293,0.15389562,2.564395,0.22377828,3.7586775,0.32789487,5.8883624,0.6207552,10.273813,0.9607155,16.639551,1.0820808,20.466347,1.7977611,30.198208,0.17895806,3.2965548,,0.2008014,2.4738774,0.29787776,3.6768637,0.43924415,3.2202241,0.6974645,8.516864,0.8750927,10.740203,0.83403516,3.9674451,0.9890408,3.646464,0.5177054,1.7943254
